paper_id,comment,analyst,sentiment
2866,"The manuscript was submitted as 'Data Description'. It describes a linked dataset of SPARQL query logs (LSQ), version 2.0. LSQ 2.0 features logs from 27 SPARQL endpoints and describes 43.9 million SPARQL query executions on these endpoints. The paper is an extension to a paper ""LSQ: The Linked SPARQL Queries Dataset"" published on ISWC 2015. The submited extended version has the same structure as the previous paper. Both papers consider the same set of use cases for the LSQ dataset and both introduce the same data model for representing query logs. The reviewed paper describes significant extensions compared to the first version from 2015. This includes a significant extension with more datasets, queries and query executions, and more detailed statistics. Also a broad usage of the dataset is presented in a structured form which transparently shows various recent research works which used LSQ for the evaluation. The paper shows only the usage of LSQ 1.0. However, this clearly proves the usefulness of the dataset. The new version as a significant extension to the first version will undoubtedly find a broad usage as a pool of queries for various benchmarks.

In summary, even though the paper does not bring anything ground breaking compared to the paper from 2015, it shall be published in my opinion. It is necessary to inform the research community about the new version of the dataset. The paper contains all necessary information the readers need to start using the dataset.

I have two minor issues related to the information provided about the dataset in the paper.

I1) Metrics and statistics on external and internal connectivity of the dataset: The SPARQL endpoints are described in a LSQ specific way. However, existing descriptions of SPARQL endpoints expressed as VOID resources could be linked instead.
I2) Use of established vocabularies: This is related to the previous issue. On page 4, Query instance, the authors describe that the originating endpoint of a query is associated with the dataset using a LSQ specific property lsqv:endpoint. The reason is that void:endpoint or sd:endpoint could not be used because they have different domains. It is a strange reason. For example, a LSQ query can be associated with a void:Dataset using a LSQ specific property. Then it would be possible to use void:endpoint (https://www.w3.org/TR/void/#sparql). I understand that it is not possible now to change the vocabulary. However, the rationale behind this design decision should be justified better.

The paper demonstrates the necessary level of the maturity of the dataset, including its quality, stability, and usefulness proved by the usage of the dataset by many researchers as a benchmark for evaluating their results. The description of the dataset is at the necessary level of detail. I have two minor issues related to the clarity of the description.

I3) Page 4, query instance: The property lsqv:endpoint is described in the text with lsqv:Query as a domain. However, Fig. 1 shows that the domain of lsqv:endpoint is lsqv:RemoteExec. The textual description of the LSQV vocabulary is inconsistent with the figure.

I4) Page 4, static features: It is described that static features are defined for a query, independently of the dataset over which the query is evaluated. However, the paragraph above describes that queries are considered only in the relation to an endpoint. In other words, an instance of lsqv:Query is always a pair of SPARQL expression and endpoint. LSQV does not allow to describe features of queries independently of the endpoints. Therefore, the paragraphs ""Query instance"" and ""Static features"" on page 4 are in a contradiction.

Regarding the LSQ data file

(A) It is well organized and available for download as well as via a SPARQL endpoint through an access page http://lsq.aksw.org/. The access page contains necessary information about the access to the dataset.

(B) The provided resources are complete for replication of experiments. The access page provides also tools for the experiments and their documentation.  

(C) LSQ is not available through a public repository such as GitHub, Figshare or Zenodo. The authors use their own web server which seems appropriate for long-term discoverability. LSQ does not have a DOI.

(D) The provided data artifacts are complete. The LSQ dump is structured to files for individual SPARQL endpoints. The content for each endpoint seems complete.","gpt-4o-2024-11-20, Jon Wasky",slightly positive
2873,"The paper describes an ontology-based framework for security analysis of industrial systems, which combines several technologies and existing systems and platforms into a complex analysis framework that partially automates the analysis process. The paper is well written language and layout-wise, and easy to understand at a general level, but one of the main shortcomings of the paper is the lack of both definitions and detailed descriptions of the technologies and components, as well as the lack of detail of the associated method, which actually does not in the end allow the reader to fully understand how the approach actually works, nor to make it reproducible or reusable. The linked GitHub repository mainly provides the code and a very brief Readme-file, but no additional documentation or technical details as far as I can tell. I am sure the code is fine, but without additional documentation, datasets etc. it is not so useful. A strength of the paper however, is the separation of the framework itself from the prototype implementation, which is in general a good thing. 

Nevertheless, in addition, the evaluation section has more the character of a discussion rather than a scientific evaluation of the proposed framework and associated method. The evaluation also claims to validate the requirements, but since the requirements are described in a very generic fashion, and are sometimes ambiguous themselves it is not clear that the evaluation is rigorous enough to even establish that the framework supports these requirements. Regarding the requirements in section 3, questions arise like: What is a “high degree” of automation? What is a “flexible” model extension? What does “secure” mean in the context of information extraction, and is it really information extraction as in extraction from natural language text that is referred to in point 2? What is “exchangeable model extension logics” in point 9, does it mean exchangeable rules or exchangeable semantics? What does “analogous” mean in point 10? Etc. Further, several of the figures are very unclear to me. For instance, I have no idea what Figure 13 is trying to express. Is it some kind of evaluation workflow? Relations between datasets and processes of the framework? Or something else? The caption says it is a knowledge base excerpt, but if this is an instantiated ontology, the notation really needs a thorough explanation, to clarify its semantics. 

Taken together, these two aspects (lack of technical detail, and lack of detailed formal evaluation) leaves the paper with very little scientific contribution. The framework is not described in enough technical detail to determine if there is really a novel use of ontologies and/or other semantic technologies there, and the evaluation does not really provide any insight into the contribution of the semantic technologies, nor how this approach compares to related ones. Based on this I unfortunately do not think that this paper, in its current form, fits as a full paper within the SWJ. It could fit better as an “application report”, however, then it would have to be considerably shortened and condensed. Or it might be submitted to and “in-use track” of one of the semantic web conferences, if the framework has been applied in a more realistic industry-scenario (than the lab setup that is discussed in the paper). 

Another problem of the paper is that it is not really targeted at the SWJ audience. It focuses more on the security analysis problem, and also assumes a lot of knowledge regarding that domain from the reader, but it glosses over the problems that would be more interesting to the SWJ audience, such as the development and resulting complexity of the ontologies, how the reasoning is performed using them, how OWL is combined with all the other technologies and formats mentioned, such as SWRL, property graphs (neo4j) etc. One thing that would greatly improve the understandability of the overall problem and the complex framework, for non security-researchers, would be a running example that has the character of a “toy example” so that the reader can follow what happens in each step of the workflow, what the model extensions and reasoning steps produce etc. This would give SWJ readers a more concrete understanding of what this framework actually does. The paper does introduce a working example in section 2, but at a very abstract level, and without considering that many of the tasks are completely unfamiliar to the main part of the SWJ audience. It would be more useful then to show a small excerpt of the actual ontologies representing this, followed by the data that can be generated, the workflows etc., and use that as the basis of a running example. ","gpt-4o-2024-11-20, Jon Wasky",strongly negative
2873,"# Overall assessment 

(1) Originality

The paper describes a framework that automates the generation and execution of security analysis workflows for industrial systems. The approach uses ontologies for the representation of component and system models as well as for the storage of policy knowledge used to generate the workflows. The use of workflow modeling and orchestration techniques in combination with ontologies to generate tailored workflows for ontology-based analytic tasks is interesting and novel (and not necessarily limited to security analyses). 


(2) Significance of the results

The paper mainly focuses on the high-level software framework, its architecture, and workflow management aspects and presents a high-level methodological framework for security analysis. This results in an extensive set of requirements, a generic model processing workflow, and a detailed description of the prototype implementation.

The ontologies used in the process, their conceptualization and their role in the overall process, by contrast, are not discussed in sufficient detail and it is somewhat unclear what exactly they contribute to the overall concept.

It is not clear from the examples given how exactly the process works and how the analyses are driven by the ontologies. Overall, the workflow generation and security analyses are interesting, but the contribution of semantics and ontologies in the analysis is somewhat opaque. Consequently, the significance of the results for the SWJ audience is somewhat unclear.

Also, the evaluation should be covered in more detail to support the significance of the results (see more detailed comments below).


(3) Quality of writing. 

The paper is clearly structured and for the most part easy to follow. The various figures and tables illustrate the approach well and support the flow of the paper. The quality of writing should, however, be improved substantially throughout the paper (some sections appear more mature than others, but proofreading by a native speaker would benefit all sections) - for illustrative examples of language issues on the first page, cf. the minor comments below. 



# Comments

*) The title seems to stress that the ontologies facilitate collaboration, but the paper does not cover these aspects beyond stating that it is a requirement in Section 3. The only other reference to collaboration I could find is that the framework ""supports arbitrary security experts and security knowledge bases with the concept of analysis definitions"" - it is not clear to me how exactly the ontologies facilitate the collaboration. Do they bridge semantic gaps that may exist between the stakeholders involved? Do they define their roles and responsibilities in the workflow? If this is one of the key contributions of the paper, it should be covered in more depth and be better illustrated. In that case, I would also expect a definition of the stakeholders and roles involved in the analytic workflows.

*) The role of Semantic Web methods and technologies is not explained in detail in the paper. Given the target audience of this journal, it would be important to know how, for instance, the ontologies actually support the dynamic generation and execution of security analytic workflows.

*) It may be illustrative to compare a security-analytic process with and without the support of the framework. A qualitative evaluation of the  usefulness in practical settings, e.g., with domain experts would also help to strengthen the evaluation. If this is not feasible, at least the approach and results of the lab evaluation should be explained in sufficient detail.


*) A working example like the one introduced in Section 2 is useful and important and should be helpful to understand how the overall process works. It is currently difficult, however, to ascertain what exactly happens in the workflow steps outlined in Section 5, which makes illustrative references to the working example, but does not really explain the overall process - e.g., by means of an end-to-end example. The evaluation section also refers back to the working example, but only gives a very high-level perspective at a very coarse level of granularity. It is not clear from Fig. 13, for instance, how the compliance checks and configuration analysis are actually performed. A concrete end-to-end example with actual that shows how the specific queries ""that analyze the policies"" are generated and/or how are they linked to policies (cf. Fig. 7) would be useful.

*) No concrete instance data (i.e., component and system models) on the working example seems to be available - given that no concrete information on these models is given in the paper either, their concrete role in the overall process is fairly unclear..

*) The second evaluation on ""another more complex lab environment"" is only mentioned in passing and no results are presented. 

*) Overall, it seems that the conclusions drawn in Section 8 do not directly follow from the evaluation results (e.g., Where is the ""ability to exploit synergies.. for the analysis of different types"" actually shown?)




# Minor comments


Examples for language issues on p 1:
 *) Abstract: ""Security analysis, like configuration, compliance ..."""" → I suppose ""such as"" conveys the intended meaning (like could imply that these are not instances of security analysis activities)
 *) Abstract: "".. is highly complex for (industrial) systems"" → Why parentheses (statement ""is highly complex for systems"" does not make much sense)
 *) p. 1: ""At the latest since"" → ""At least since""?
 *) p. 1: ""a general progressive adaptation of information technology""  → ""adoption""?
 *) p. 1: ""in comparison to the impacts"" → ""impact""


Fig. 13 Legend: no explanation of the abbreviations used given






# Assessment of Resources

The authors provide a link to a GitHub page with various projects that contain the source code of various components and ontologies related to the publication. 

(A) whether the data file is well organized and in particular contains a README file which makes it easy for you to assess the data

I could not find concrete instructions on how to set up these various components from multiple projects in order to replicate the setup described in the paper at this point.

(B) whether the provided resources appear to be complete for replication of experiments, and if not, why, 

Due to this lack of instructions, no in-depth evaluation of the provided resources and replication of results was possible. 
The SyMP Camunda Platform project readme mentions that a Dockerized implementation with all components (which would presumably make replication much easier) is under development.

(C) Whether the chosen repository, if it is not GitHub, Figshare or Zenodo, is appropriate for long-term repository discoverability

Publishing on GitHub should ensure long-term discoverability.


(D) whether the provided data artifacts are complete. 


The artifacts published on the GitHub page of the author (referenced as stable URI) include the source code of the Camunda extensions, a tool for OWL conversion, and various ontologies - they include both code and ontologies, but are dispersed across projects, not all of which are related to the contents of the paper. Therefore, it is not easily possible to assess whether the artifacts are complete.

Note: the provided artifacts are in any case insufficient to replicate the experimental setup from the paper, as the data from the evaluation section is not provided.

","gpt-4o-2024-11-20, Jon Wasky",neutral
2873,"The paper considers an application of an ontology-based solution for the automated support of a system’s security life cycle and multiple analysis types. The topic is highly relevant nowadays. The authors developed the novel framework implementing the proposed solution. It is open-source and available on GitHub.
The paper is well-written and well-structured. 
The paper provides the comprehensive review of the related research and clearly describes the place of the proposed solution.
The provided results are original and significant, and contribute to the system's security life cycle analysis.

Some remarks:
1.	It would be nice to highlight contribution and novelty in the introduction.
2.	Section 2 – Working example – Connection with industrial systems is not clear.
3.	It is interesting how exactly system model is constructed: as I understood the general ontology is generated manually. How does it instantiated? Based on the events analysis? Or is it out of scope of the paper?
4.	In section 3 the requirements do not include requirements to the big data processing or operation time. If ontology is instantiated in dynamics based on the events processing it seems essential. 
5.	It is not clear if the set of requirements is complete.
6.	Table 2 is not filled for the proposed framework (for qualitative comparison). It would be nice to do it in Section 7. For the proposed framework all ellipses will be filled, will they? 
7.	Section 5 – Please clear, should policies for the analysis be manually processed and represented as ontology first?
8.	Fig-s 11 and 15 are hard to read in the printed form
9.	Fig. 12 – please explain the results: the assets provided on the right do not satisfy to the policies represented on the left, do they?
10.	Section 7 – what are the evaluation tests?
11.	In section 7 the second tested environment is mentioned. In Fig. 16 only its hardware part is represented. As soon as the solution is for the industrial systems, the architecture of the second tested environment and its description is very interesting.

Some typos:
1.	P. 2, row 20: Allocation of analysis types to LCS phases. -> Allocation of analysis types to SLC phases.
2.	P.10, rows 44-45: Workers listen to the topics of the tasks they can fulfil -> Workers listen to the topics of the tasks they can fulfill
3.	P. 16, rows 21-23: Thereby the framework focusses on the automation of highly flexible model generation, extension and analysis -> Thereby the framework focuses on the automation of highly flexible model generation, extension and analysis.

The data file provided by the authors under “Long-term stable URL for resources” is available on the GitHub, well organized and contains a README file. The provided resources appear to be complete for replication of experiments. ","gpt-4o-2024-11-20, Jon Wasky",extremely positive
2885,"""(1) Quality, importance, and impact of the described tool or system (convincing evidence must be provided). ""
------------------
This paper presents TermItUp, a generic architecture integrating multiple state of the art tools with the purpose of providing a one-stop-shop for all terminology extraction needs. 
The tool has been developed following FAIR and open science principles, using standard LLOD and LOD formats, guided by a set of requirements based on observations in the state of the art, 
but also discussions with terminology experts. 
The tool will be an extremely useful to the community as the systematic integration of its different components for each single project would be incredibly time-consuming and ad-hoc.
There are high impact uses of the tool in H2020 and other collaborative projects, showcasing the potential of the tool. 


""(2) Clarity, illustration, and readability of the describing paper, which shall convey to the reader both the capabilities and the limitations of the tool. Please also assess the data file provided by the authors under “Long-term stable URL for resources”.""
------------------
The paper is well written and organized, and clearly tell the story of TermItUp in terms of its capabilities and shortcomings. 
There are small language corrections to be made for the camera ready version, highlighted at the end of this review. 

The review of literature is complete, although I would have preferred to see at least a mention of SOTA efforts for terminology-extraction around TermEval2020/ACTER and an explanations as to why such systems although theoretically very accurate would be very difficult to integrate in a production system. 
There's a very interesting multilingual extraction system in the 2021 finding of the ACL https://aclanthology.org/2021.findings-acl.316.pdf
I mention this because it's interesting, but the positioning of the paper doesn't necessarily require to go into this particular literature. 
Perhaps the mention in the paper that there are ongoing efforts for multilingual terminology extraction actually refers to this. 

Regarding the perspectives, I would love to see the future integration of a knowledge-graph aware association rule mining approach in addition to the extraction of hierarchical relations. 
I am not asking to mention this in the paper, just an interesting thought. 


""In particular, assess (A) whether the data file is well organized and in particular contains a README file which makes it easy for you to assess the data,
(B) whether the provided resources appear to be complete for replication of experiments, and if not, why,
(C) whether the chosen repository, if it is not GitHub, Figshare or Zenodo, is appropriate for long-term repository discoverability, and 
(4) whether the provided data artifacts are complete. Please refer to the <a href=""/reviewers"" target=""_blank"">reviewer instructions</a> and the <a href=""/faq"" target=""_blank"">FAQ</a> for further information.""
------------------

The github repository is easily accessible and significant information is given in the README or on the main website of the tool. 
The overall explanations are clear and the documentation of the API provided through swagger is very helpful. 
The main improvement directions would be 1/adding a more technical documentation that explains how to deploy the service 2/adding some docstring documentation for developers 
3/potentially refactor the code base if there is a subsequent increase in complexity, I would personally favour a generic class structure with polymorphic genericity rather than reflexively loading code modules that all include the same functions, even though the latter tends to create less overhead. 
As the tool is still a prototype under active development, those are not significant issues with regard to the publication of the paper. 



**I recommend acceptance of the paper**, the corrections are mostly cosmetic for the camera ready. 



***Detailed corrections***

Page 2 line 12 left: the bit of the sentence about DBPedia is confusing, I don't understand what it means. 

P2 l19 left: is to find -> is finding

P2 l25: different backgrounds and expertise levels to face language and related needs [...]

P2 l30 right: discussions that have arisen

P2 l37 right: This section covers 

P2 l38 right: different processes mobilized in our system

P3 l42-43 right: Combining Wikipedia and other resources, BebelNet constitutes an multilingual [...]

P4 l9 left: domains, with half being closely related to [...]

P4 l10 left: Several scientific works are devoted

P4 l12 left: a SPARQL

P4 l28 left: can be of great help

P4 l6 right: corpus -> corpora 

P4 l36 right: These can correspond to  different [...]

P4 l43-45 right: The meaning of a unit is to be discovered in text and constructed  through relations to other terminological units. 

P5 l22 right: can significantly contribute to improving performance [...]

P5 l22 right: to developing

P5 l45 right: this translates to a necessity [...]

There are aditionnal small corrections like these to be made, can transmit feedback to authors later as time permits, preferable to delaying the review submission.","gpt-4o-2024-11-20, Jon Wasky",'slightly positive'
2885,"Overall, the updated version of the paper reinforces the high quality and relevance of the work being developed, as well as TermitUp’s potential impact among the linguistic data science community. This enhanced version of the article provides a more thorough description of the tool’s architecture and its underlying methodology, as well as of TermitUp’s contribution to EU-funded projects (e.g. Prêt-a-LLOD, Lynx, and, more recently, SmarTerp) and to other initiatives, such as the collaboration with the DFKI and the work on the Emofinder database. Moreover, the authors managed to further highlight TermitUp’s complementary role when compared with other existing tools currently supporting terminological work. The topic concerning when and how human intervention may occur across the system has also been clarified. In addition, information has been provided by the authors on recent work in the proposal of an Ontolex Terminology module, which can certainly contribute to TermitUp’s evolution while, in turn, also benefitting from the tool’s development. 
The links to the various repositories (namely GitHub and Zenodo) have been added, and the provided data resources appear to be complete, thereby enabling replication or experiments. Finally, even though most of the spelling issues have been solved, there are still some minor revisions pending:
p.4|9L: the ‘being’ before ‘half’ has still not been eliminated
p. 8|33-34R: “*Prospective* experiments to this module *were* already published *at the* LREC 2020 conference”
p. 9|48R: “be more suitable than *the* other”
p. 10|29L: “are divided *into* two parts…”; 43L: “editing platform connected to *the* TermitUp triple store”; 39-43L: The beginning of the sentence “Much as Prêt-à-LLOD…” is odd; please consider rephrasing.
p. 11|41L: please eliminate one of the “presented”
p. 13|50R: “similar to *those of TermitUp*;”
p. 14|11-12L: “community can *improve, contribute to or adapt it* to their specific *use cases*”","gpt-4o-2024-11-20, Jon Wasky",slightly positive
2894,"The paper is clearly a very significant and major revision of the prior submission. The paper clearly has merits for publication, and there is even more significance and potential impact with the numerous revisions made to the system. As a result, I believe that this paper, with a minor revision, should be accepted, but not as a 'full paper' but as a ‘tools & systems paper’. That is, the type described here: http://www.semantic-web-journal.net/content/special-call-semantic-web-tools-and-systems
and the impact as per http://www.semantic-web-journal.net/faq#q20 is quite clear with the available system and its incredible performance comparing with state-of-the-art solutions.

The reason I do not recommend acceptance as 'full paper' is primarily due to the quality and style of writing, and in general lack of scientific rigor that is expected from a research paper published at a high-quality journal.

There are two issues that need to be fixed before the paper is published:
1) The paper claims reproducibility based on the available and very well-documented code base that allows reproducing the results reported in the paper. However, the results are only reproducible if the server is up and running. We all know that software systems cannot be maintained indefinitely and have a limited lifespan. The paper once published will be accessible for many years to come, but a large number of URLs cited (mostly as footnotes) will have a much shorter lifespan, potentially broken even by the time the paper is published. I suggest rewriting all the parts that refer to URLs to make them readable and useful even if the URL is not available. This means using citations of papers if possible, replacing citations of the entity search API URL with reference to the section that describes the entity search function, and moving implementation details to a separate section, under Evaluation.
2) The notations in the paper still need serious work and rewriting. This applies to most of the formulas and equations and definitions in the paper. Starting from the basic definition of a Knowledge Graph. Why do you need to define a KG as (E, T, P, Triples) ? You can define a KG as a collection of triples and then define what E, T, P are, but what you have is not even complete. For example, a T is not just a set of types, but it is derived from rdf:type predicate of the Triples. And then a “literal value” is not formally defined. Couldn’t you just re-use an existing definition of an RDF knowledge graph? The other really strange notation is when it comes to probabilities, i.e., equations 7-15. What is 	Pr(t|SpaCy_{c_j}) !? This could make sense if SpaCy_{c_j}) was a Boolean function with an input, but it is not. The definition you have for it in 3.4.4 is not a definition of a probability function. It seems to be some score function that you then normalize to view it as a probability function, but the normalization should be in equation 14 not just described in the text as you have it now. And you are not using the conditional probability notation properly: https://en.wikipedia.org/wiki/Conditional_probability when you say P(A | B), that means ""the conditional probability of A given B”, and that “the event of interest is A and the event B is known or assumed to have occurred”. t and  SpaCy_{c_j} are not events!… Also, the name of the function being the name of the software library is yet another indication that this paper is written like a code documentation. The fact that SpaCy is used is irrelevant for understanding the function. That is just an implementation function. You could replace SpaCy with any other NLP library that does the same task.

You also need to further proof-read the paper for English issues. Examples:
8.2: session -> Section
7.3: environmental -> environment
Page 2 col 2 line 24-28: “According to Wang et al., they only could” -> “Wang et al. state that only our system could generate the annotations”, also remove the .
In abstract, remove the mention of CEA, CTA, and CPA and say what they are. That is:
…to generate annotations with DBpedia in three annotation tasks: 1) Cell-Entity (CEA), 2) Column-Type (CTA), and 3) Column Pair-Property (CPA). 
->
…to generate annotations with DBpedia in three annotation tasks: 1) matching table cells to entities 2) matching columns to types, and 3) matching pairs of columns to properties. ","gpt-4o-2024-11-20, Jon Wasky",slightly negative
2898,"The changes made have significantly improved the paper. 
 
As an addition to my previous suggestions and those of my colleagues, as well to the improvements made by authors, I have only one minor issue, and that is:

The linked_ted-mdb files (@ Long-term Stable Link to Resources) do not open in Microsoft Excel (Mac version 16.52). However, I can open them in LibreOffice. It must be something small. Please give them a second look and improve them. 

Otherwise, the rest fits.
","gpt-4o-2024-11-20, Jon Wasky",'extremely positive'
2898,"The authors have exhaustively addressed all previous comments, and I was very happy of the improvements.
The paper is much clearer and easier to follow. 

The presentation of the two methods used to align discourse segments and relations across the parallel corpora is clear and sound - description of Method II has improved a lot.

Editorial comments:
- move Table 2 to be closer to where it is referred to in the body of the document
- move Table 3 to be closer to where it is referred to in the body of the document
- pag 8 line 14: incriminating --> increasing?
- pag 9 lines 15/18: check for consistency the use of italics for the connectives in the body of the text
- pg 10 line 20  and following: when presenting the sources of errors, I would use the \paragraph{} command in LaTeX rather than starting the paragraphs with a sentence in italics
- Table 9 and Table 10: I would anticipate and discuss Table 10 first -move it to where Table 9 now is and then present and discuss Table 9","gpt-4o-2024-11-20, Jon Wasky",'slightly positive'
2898,"Upon reading the revised draft, I am happy to see that the authors have addressed the points more or less well. A few more (minor) points identified in my second review are listed below:

Page 1, Line 39-41: The way the text reads, it seems that Connective-Lex presents linked data. If so, you should describe how the data in the lexicons under the database are linked.

Page 2, Line 22-24; 2-4: In my opinion, a single point is redundantly divided into two. You may want to merge them, making the single point more succinct. 

Page 5; example 7: I think the example (how much the argument differs across languages) should be described more clearly.

Page 6, Line 19-23: The point on the possibility of multiple relations within the same text span needs more elaboration, preferably with examples.

Language: I noticed some grammatical errors in the updated paper. Examples:

Page 4; Line 50: “This design criterion lead to” > leads to/led to

Page 5; Line 34: “… and their evaluation is provided” > are provided

Page 10, Line 26: “The linking performance… are measured” > is measured
","gpt-4o-2024-11-20, Jon Wasky",neutral
2904,"As suggested in my earlier review, the paper was now submitted as a Dataset Description. This type is better suited for the paper. The authors do need to draw very close attention to the call for papers for dataset descriptions, though. There are still characteristics of the dataset for its usage missing, e.g., spelling out the name, the URI, the version date and number, licensing, availability. Also, what is still missing is evidence of its use. Also, while datasets in a Government data repository are probably fairly save in their long term availability, a w3id identifier, DOI and availability on Figshare or Zenodo would be advisable.

Beyond the advertisement of the dataset and reporting its importance, a dataset description paper should also serve the purpose of lessons learned in the generation of the dataset. The paper still falls a bit short in this aspect. Two main issues:

- The transformation process is not described in detail and is not repeatable, i.e., someone with a similar problem cannot follow a methodology presented in this paper. There is some mentioning that the ontology was build manually, but then how was the mapping done. It looks like it was all done with custom scripts. Why not using mapping tools such as the ones listed here: https://github.com/semantalytics/awesome-semantic-web. Potential tools for the process could be any2rdf, triply, tarql, J2RM or any23.
Also, to be of real value to others, these tools should be configured (a wrapper built around them) to automate the process for the widely used data portal used for the Nova Scotia Open Data portal, i.e., Socrata.

- The level of human intervention is also not clear. It is stated in the conclusion that there was a tool developed to retrieve open datasets, but the identification of disease datasets was carried out manually. This is unclear. And the methodology section needs to clearly state which parts are manual and which parts can be automated. For example, the ontology development was obviously manual, but the mapping to the ontology can be automated using the aforementioned tools.

Overall, the paper can be shortened in several sections to save space to clearly describe the dataset, the methodology and the ontologies developed. For example, the description of the data portal itself is too long. Table 1 is not needed, as these seem to be the datasets in its original format, at least it appears to me when I click on them. Figure 3 shows an example observation. It would be better to first present the ontology in detail and then show an example instance. Section 4.4 is redundant. It seems as if these are just some proof of concept SWRL rules. Are they deployed and used? If not, they should not be included in the paper. Section 4.6 about the queries looks again like a proof-of-concept. Are these predefined SPARQL queries using SPIN or SHACL advanced features and can be used through the portal? If not, again, it should not be in the paper. Wikidata has a SPARQL interface with predefined queries. This is one way of helping users to access the data.

There should also be a stronger focus on lessons learned for jurisdiction to deal with Linked data. There are several Government Linked Data Working groups globally (and the W3C) that publish (have published) guidelines and recommendations on best practices. If they have been followed, what aspects of those had to be changed/customised for the local context and which one's were applicable.

There are a few language issues in the paper that need to be addressed, e.g.,

""a multi-dimensional structure should be defined consists of measures, and dimensions describing the measures"" misses a verb
""As a proof of concept, we designed a SWRL rule to infer the transitive relationship of diseases in a dataset using Protege rule engine""
""downing the road""

There are also some formatting errors such as ??? for Figures and references.
The reference list is also ill-formatted and not consistent. See FAQ10","gpt-4o-2024-11-20, Jon Wasky",slightly negative
2904,"
Overall impression
-------------------------
The article presents a dataset description of aggregated statistical data on diseases related to a Canadian locality. Although the topic is interesting and could have potential, the dataset presented is only a fragment of the main dataset, that has been transformed to RDF, which does not necessarily show a real contribution to state of art. The article neither shows the impact of published data in RDF,  nor demonstrates its use with utility by third parties. The relationship between the authors and the generators or maintainers of the data is not described either. Finally, in my opinion there are technical deficiencies in the specification of the dataset.


Positive aspects
---------------------
As example, use cases based on SPARQL query logic, based on pattern matching are presented. Also, the basic aspects to be specified in a description dataset are presented, such as name, URL, version date and number, licensing, availability,

Negative aspects
-----------------------
Quality and stability of the dataset
==========================
No evidence is presented on how the authors are involved in the generation or maintenance of the dataset, or with the consent of these people.

Usefulness of the dataset
====================
There is a missing contribution of weight that justifies the necessary impact to be published in the journal.
The dataset does not present growth potential, in fact the data present is up to 2017, nor is there a SPARQL endpoint where to execute the queries.
No evidence of use of the data by third parties is shown.

Clarity and completeness of the descriptions
==================================
There are no explanatory diagrams of the data model used, nor the way in which the referenced vocabularies are related. 
The vocabularies and ontologies are vaguely described.
Interlinking mechanisms are not presented to make 5 stars linked open data.
The URI scheme used and the other type of specifications such as Shape Expressions (ShEx or SHACL) is not described.
Although minor, There are typographical and formatting errors, also unfinished paragraphs (example the first paragraph of the conclusions)
","gpt-4o-2024-11-20, Jon Wasky",strongly negative
2904,"The paper presents the work to properly publish data under the principles of linked (open) data). To do so, the authors have promoted to the linked data initiative a dataset coming from Nova Scotia. 

The work is interesting and applicable to many domains in which sometimes data is published for the shake of publishing. However, there are some things to improve:

-In the abstract, it should be necessary to be more informative and quantify some adjectives like “most of datasets” to see some context and magnitude of the problem/context.

-Include also more technical details about the results: ontologies/semantics rules and provide some quality assessment if possible.

-In the introduction, some existing issues must be justified: ""The datasets act as isolated pools of information that cannot be queried or linked."" This implies to categorize and identify the current dimensions of the problem to be addressed:
--Problem of reusing data, Which are the principles? For instance, alignment to Open Science/Data principles, etc.

Then, establish the specific technical issues that are preventing a proper data federated environment: data modelling: linked data patterns? data integration, data quality, data querying mechanisms, lack of APIs, use of standards and existing vocabularies, etc. to finally assess if there are interoperability issues: interoperability issues: communication protocols, syntax and semantics

-In the state of the art/background section, there are multiple works about linked data lifecycles that must be mentioned. 

-In the methodology section, it would be nice to see some description of the datasets (type of data, issues in data: consistency, naming, etc., need of logics, etc.) to finally end with the decision on the vocabularies and data model including a description of what is being reused (with more details of the process) and what is new. 

-Regarding the semantic rules, does it make sense to directly use SPARQL to produce new facts? In terms of consistency, it should be nice to see the reconciliation process between entities (if it was necessary).

-Authors also show some SPARQL queries. It should be necessary to link the potential of these queries to the initial needs. 

-The quality checking of the dataset seems a bit simple. It would be also nice to see how to consume that information (if it is publicly available).

Finally, authors properly comment the main conclusions and envision some future work.
","gpt-4o-2024-11-20, Jon Wasky",'slightly negative'
